Authors,Title,Journal,Year,PMID,Computational Prediction,High-throughput data integration,Prediction Application,Consistent with experiments,Organism,Location,Great papers,Short Description,UT,Total Citations
"Barua, Dipak; Kim, Joonhoon; Reed, Jennifer L.",An Automated Phenotype-Driven Approach (Geneforce) For Refining Metabolic And Regulatory Models,Plos Computational Biology,2010,,"TRN/PPI/ Genetic Int, Biological Discovery, ExpDes",,Basic Science,"Legacy data, Prospective experimental validation","Multiple (Escherichia coli, Salmonella typhimurium)","University of Wisconsin, Madison, Wisconsin",x,GeneForce; corrects incorrect regulatory rules and GPRs in integrated models,278394400009,9
"Boghigian, Brett A.; Shi, Hai; Lee, Kyongbum; Pfeifer, Blaine A.","Utilizing Elementary Mode Analysis, Pathway Thermodynamics, And A Genetic Algorithm For Metabolic Flux Determination And Optimal Metabolic Network Design",Bmc Systems Biology,2010,20416071,"KO (Targeted), Pathway Analaysis",,Met Eng,Legacy data,Escherichia coli,"Tufts University, Medford, Massachusetts",,Use EFMs (thermodynamically based ones) to predict KOs for improved product formation; matches previous experimental strategies,283651900004,9
"Sohn, Seung Bum; Graf, Alexandra B.; Kim, Toe Yong; Gasser, Brigitte; Maurer, Michael; Ferrer, Pau; Mattanovich, Diethard; Lee, Sang Yup",Genome-Scale Metabolic Model Of Methylotrophic Yeast Pichia Pastoris And Its Use For In Silico Analysis Of Heterologous Protein Production,Biotechnology Journal,2010,20503221,"Flux Phenotype, Essentiality (Global)",,Met Eng,Legacy data,Pichia pastoris,"KAIST, Daejeon, Korea",,Built recon; study impact of oxygen limitation on protein production; compare max AA production vs. yeast; compute essentiality and metabolic capabilities,278788800001,9
"Li, Limin; Zhou, Xiaobo; Ching, Wai-Ki; Wang, Ping",Predicting Enzyme Targets For Cancer Drugs By Profiling Human Metabolic Reactions In Nci-60 Cell Lines,Bmc Bioinformatics,2010,,"Flux Phenotype, Systemscale Property",,Biomed,,Human,"Weill Cornell Medical College, Houston, Texas",,Use correlation of fluxes to determine related reactiosn that could be useful for drug targets in cancer,,9
"Bordel, Sergio; Agren, Rasmus; Nielsen, Jens",Sampling The Solution Space In Genome-Scale Metabolic Networks Reveals Transcriptional Regulation In Key Enzymes,Plos Computational Biology,2010,,"Flux Phenotype, KO (Targeted), TRN/PPI/ Genetic Int",,Basic Science,Legacy data,Saccharomyces cerevisiae,"Chalmers University, Gothenburg, Sweden",,Calculate flux changes using sampling across conditions; compare to expression data; checked enrichment of TFs; look at KO strains too,,8
"Huthmacher, Carola; Hoppe, Andreas; Bulik, Sascha; Holzhutter, Hermann-Georg",Antimalarial Drug Targets In Plasmodium Falciparum Predicted By Stage-Specific Metabolic Network Analysis,Bmc Systems Biology,2010,20807400,"Flux Phenotype, Essentiality (Global)",,Inf Dis,,"Multicellular (Plasmodium falciparum, Human [rbc])","Charite Universitatsmedizin Berlin, Berlin, Gemany",,Host pathogen model of RBC and plasmodium; integrate expression data; predict uptake of plasmodium through RBC; gene essentiality analysis for drug targets,280528300028,8
"Tyo, Keith E. J.; Fischer, Curt R.; Simeon, Fritz; Stephanopoulos, Gregory",Analysis Of Polyhydroxybutyrate Flux Limitations By Systematic Genetic And Metabolic Perturbations,Metabolic Engineering,2010,19879956,Flux Phenotype,,Met Eng,,Escherichia coli,"MIT, Cambridge, Massachusetts",,Calculate production envelope of PHB in E. coli,282260000001,8
"Sohn, Seung Bum; Kim, Tae Yong; Park, Jong Myoung; Lee, Sang Yup","In Silico Genome-Scale Metabolic Analysis Of Pseudomonas Putida Kt2440 For Polyhydroxyalkanoate Synthesis, Degradation Of Aromatics And Anaerobic Survival",Biotechnology Journal,2010,20540110,Flux Phenotype,,Met Eng,Legacy data,Pseudomonas putida,"KAIST, Daejeon, Korea",,Built Recon; determined metabolic capabilities; ,276821400002,8
"Barton, Michael D.; Delneri, Daniela; Oliver, Stephen G.; Rattray, Magnus; Bergman, Casey M.",Evolutionary Systems Biology Of Amino Acid Biosynthetic Cost In Yeast,Plos One,2010,,"Other Phenotype, Systemscale Property",,Basic Science,,Saccharomyces cerevisiae,"University of Manchester, Manchester, UK",,"Study biosynthetic cost of AA on gene expression and protein evolution; low correlation, thus limited role",280622500010,7
"Islam, M. Ahsanul; Edwards, Elizabeth A.; Mahadevan, Radhakrishnan",Characterizing The Metabolism Of Dehalococcoides With A Constraint-Based Model,Plos Computational Biology,2010,,"Flux Phenotype, ExpDes",,Env,,Dehalococcoides,"University of Toronto, Toronto, Ontario, Canada",,Built recon; determine metabolic capabilties; minimal media,280968100002,7
"Lee, Kyung Yun; Park, Jong Myoung; Kim, Tae Yong; Yun, Hongseok; Lee, Sang Yup",The Genome-Scale Metabolic Network Analysis Of Zymomonas Mobilis Zm4 Explains Physiological Features And Suggests Ethanol And Succinic Acid Production Strategies,Microbial Cell Factories,2010,21092328,"Flux Phenotype, KO (Targeted)",,Met Eng,,Zymomonas mobilis,"KAIST, Daejeon, Korea",,Built recon; determine metabolic capabiltiies including anerobic/aerobic shift; double gene essentiality for design strategy to succinate,281389500019,6
"Resendis-Antonio, Osbaldo; Checa, Alberto; Encarnacion, Sergio",Modeling Core Metabolism In Cancer Cells: Surveying The Topology Underlying The Warburg Effect,Plos One,2010,,"Flux Phenotype, Essentiality (Global)",,Biomed,Legacy data,Human,"Universidad Nacional Autónoma de Mexico, Cuernavaca, Mexico",,dFBA of cancers cells; flux phenotypes; FBA; enzyme essentiality; set of enzymes identified that are pivotal,285468400001,6
"Gowen, Christopher M.; Fong, Stephen S.",Genome-Scale Metabolic Model Integrated With Rnaseq Data To Identify Metabolic States Of Clostridium Thermocellum,Biotechnology Journal,2010,20665646,Flux Phenotype,Transcriptomics,Met Eng,Legacy data,Clostridium thermocellum,"Virginia Commonwealth University, Richmond, Virginia",,"Integrate RNA-seq as constraints into FBA, better represent flux distribution with experimental data",281234700013,6
"Goffin, Philippe; van de Bunt, Bert; Giovane, Marco; Leveau, Johan H. J.; Hoppener-Ogawa, Sachie; Teusink, Bas; Hugenholtz, Jeroen",Understanding The Physiology Of Lactobacillus Plantarum At Zero Growth,Molecular Systems Biology,2010,20865006,Flux Phenotype,,Basic Science,"Legacy data, Prospective experimental validation",Lactobacillus plantarum,"Kluyver Centre for Genomics of Industrial Fermentations, Delft, The Netherlands",,Used measured fluxes on model to calculate intracellular fluxes at extremely low growth rates,280622500012,5
"Vanee, Niti; Roberts, Seth B.; Fong, Stephen S.; Manque, Patricio; Buck, Gregory A.",A Genome-Scale Metabolic Model Of Cryptosporidium Hominis,Chemistry & Biodiversity,2010,20491062,"Flux Phenotype, Essentiality (Global), Biological Discovery",Proteomics,Inf Dis,,Cryptosporidium,"Virginia Commonwealth University, Richmond, Virginia",,Built recon; gene essentiality analysis; integrate proteomics across different stages of growth for different flux distributions; annotate new genes during reconstruction process,282766200007,5
"Kenanov, Dimitar; Kaleta, Christoph; Petzold, Andreas; Hoischen, Christian; Diekmann, Stephan; Siddiqui, Roman A.; Schuster, Stefan",Theoretical Study Of Lipid Biosynthesis In Wild-Type Escherichia Coli And In A Protoplast-Type L-Form Using Elementary Flux Mode Analysis,Febs Journal,2010,20088879,"Essentiality (Global), KO (Targeted), Metabolite Phenotype, Pathway Analaysis",,Basic Science,Legacy data,Escherichia coli,"Friedrich Schiller University Jena, Jena, Germany",,Use EFMs on wild type and KO strains of E. coli; full gene deletion analysis to determine required metabolites,,5
"Sun, Jun; Haveman, Shelley A.; Bui, Olivia; Fahland, Tom R.; Lovley, Derek R.",Constraint-Based Modeling Analysis Of The Metabolism Of Two Pelobacter Species,Bmc Systems Biology,2010,21182788,Flux Phenotype,,Env,Legacy data,"Multiple (Pelobacter carbinolicus, Pelobacter propionicus)","University of Massachusetts, Amherst, Massachusetts",,Built two Pelobacter species recons; determine metabolic capabilities; simulations match experiments,274166200017,5
"Raghunathan, Anu; Shin, Sookil; Daefler, Simon",Systems Approach To Investigating Host-Pathogen Interactions In Infections With The Biothreat Agent Francisella. Constraints-Based Model Of Francisella Tularensis,Bmc Systems Biology,2010,20731870,"Flux Phenotype, Essentiality (Global)",,Inf Dis,Legacy data,Francisella tularensis,"Mount Sinai School of Medicine, New York, New York",,Built recon; determined metabolic capabilities; gene essentiality; robustness analysis,2.8628E+11,4
"Srinivasan, Karthikeyan; Mahadevan, Radhakrishnan",Characterization Of Proton Production And Consumption Associated With Microbial Metabolism,Bmc Biotechnology,2010,20089195,Flux Phenotype,,Env,"Legacy data, Prospective experimental validation","Multiple (Escherichia coli, Geobacter sulfurreducens, Geobacter metallireducens)","University of Toronto, Toronto, Ontario, Canada",,Predict proton exchange rates and show that it qualitatively matches experiments,282259600001,4
"Iyer, Vidya V.; Yang, Hong; Ierapetritou, Marianthi G.; Roth, Charles M.",Effects Of Glucose And Insulin On Hepg2-C3A Cell Metabolism,Biotechnology And Bioengineering,2010,20506178,Flux Phenotype,,Basic Science,,Human,"Rutgers University, Piscataway, New Jerysey",,Use constranied FVA for flux phenotypes,275201000001,4
"Orman, Mehmet A.; Arai, Kosuke; Yarmush, Martin L.; Androulakis, Ioannis P.; Berthiaume, Francois; Ierapetritou, Marianthi G.",Metabolic Flux Determination In Perfused Livers By Mass Balance Analysis: Effect Of Fasting,Biotechnology And Bioengineering,2010,20661905,Flux Phenotype,,Biomed,,Rat,"Rutgers University, Piscataway, New Jerysey",,Use SVD with sampling and FVA to determine flux relationships in  different parts of liver metabolism in fed/fasted states,281857500015,4
"Koschuetzki, Dirk; Junker, Bjoern H.; Schwender, Joerg; Schreiber, Falk",Structural Analysis Of Metabolic Networks Based On Flux Centrality,Journal Of Theoretical Biology,2010,20471988,"Systemscale Property, Metabolite Phenotype",,Basic Science,,Escherichia coli,"Martin Luther University Halle-Wittenberg, Halle, Germany",,"Look at sum of fluxes into metabolite to determine important metabolites across many conditions; highest ranking are often in gly, tca, and ppp",283972800008,4
"Boghigian, Brett A.; Lee, Kyongbum; Pfeifer, Blaine A.","Computational Analysis Of Phenotypic Space In Heterologous Polyketide Biosynthesis-Applications To Escherichia Coli, Bacillus Subtilis, And Saccharomyces Cerevisiae",Journal Of Theoretical Biology,2010,19833139,"Essentiality (Global), ExpDes",,Met Eng,,"Multiple (Escherichia coli, Saccharomyces cerevisiae, Streptomyces coelicolor)","Tufts University, Medford, Massachusetts",,Use MOMA on 3 organisms and different environments to increase polyketide production; B subtilis and E coli best host; some KO combinations can increase production 25 fold (computationally),2.80374E+11,3
"Gonzalez, Orland; Oberwinkler, Tanja; Mansueto, Locedie; Pfeiffer, Friedhelm; Mendoza, Eduardo; Zimmer, Ralf; Oesterhelt, Dieter",Characterization Of Growth And Metabolism Of The Haloalkaliphile Natronomonas Pharaonis,Plos Computational Biology,2010,,"Flux Phenotype, Systemscale Property",,Basic Science,,Natronomonas pharaonis,"Max Planck Institute of Biochemistry, Martinsried, Germany",,"Built recon; determine fluxes from measured uptake parameters, carbon to oxygen consumption ratio is near optimal with respect to growth and energy production; low carbon efficiency of 35%",274646700001,3
"Obrzut, Sebastian; Tiongson, Jay; Jamshidi, Neema; Phan, Huy Minh; Hoh, Carl; Birgersdotter-Green, Ulrika",Assessment Of Metabolic Phenotypes In Patients With Non-Ischemic Dilated Cardiomyopathy Undergoing Cardiac Resynchronization Therapy,Journal Of Cardiovascular Translational Research,2010,20842468,Flux Phenotype,,Biomed,,Human,"University of California San Diego, La Jolla, California",,Use FBA to calculate ATP/MVO2 for cardiac mitochondria from plasma concentraitons in NIDCM; potential biomarker for non-responders,279341000005,3
"Yang, Hong; Ierapetritou, Marianthi G; Roth, Charles M",Effects Of Amino Acid Transport Limitations On Cultured Hepatocytes,Biophysical Chemistry,2010,20826045,ExpDes,,"Biomed, Basic Science",,Rat,"Rutgers University, Piscataway, New Jerysey",,Combine measured uptake rates of hepatocyte AA with model to determine optimal media strategies,284779800008,2
"Aho, Tommi; Almusa, Henrikki; Matilainen, Jukka; Larjo, Antti; Ruusuvuori, Pekka; Aho, Kaisa-Leena; Wilhelm, Thomas; Lahdesmaki, Harri; Beyer, Andreas; Harju, Manu; Chowdhury, Sharif; Leinonen, Kalle; Roos, Christophe; Yli-Harja, Olli",Reconstruction And Validation Of Refrec: A Global Model For The Yeast Molecular Interaction Network,Plos One,2010,,Essentiality (Global),,Basic Science,Legacy data,Saccharomyces cerevisiae,"Tampere University of Technology, Tampere, Finland",,Integrate FBA and metabolic network in a much larger approach for all gene essentiality,,2
"Iyer, Vidya V.; Ovacik, Meric A.; Androulakis, Ioannis P.; Roth, Charles M.; Ierapetritou, Marianthi G.",Transcriptional And Metabolic Flux Profiling Of Triadimefon Effects On Cultured Hepatocytes,Toxicology And Applied Pharmacology,2010,20659493,Flux Phenotype,,Biomed,,Rat [hepatocyte],"Rutgers University, Piscataway, New Jerysey",,Use FVA to characterize changes in cultured rat hepatocytes treated with triadimefon,277771600022,2
"Tortajada, Marta; Llaneras, Francisco; Pico, Jesus",Validation Of A Constraint-Based Model Of Pichia Pastoris Metabolism Under Data Scarcity,Bmc Systems Biology,2010,20716335,"Flux Phenotype, Pathway Analaysis",,Met Eng,Legacy data,Pichia pastoris,"Universidad Politécnica de Valencia, Valencia, Spain",,Built small recon; calculate metabolic capabiltiies; determine EFMs,283203600001,2
"Hala, D.; Amin, A.; Mikler, A.; Huggett, D. B.",A Constraint-Based Stoichiometric Model Of The Steroidogenic Network Of Zebrafish (Danio Rerio),Journal Of Biological Systems,2010,,"Flux Phenotype, Essentiality (Global)",,Basic Science,,Danio rerio,"University of North Texas, Denton, Texas",,"Built zebrafish steroidogenic network; use FBA and random sampling to determine determine correlated reaction sets; FVA, KOs, robustness analysis",2.82259E+11,2
"Chen, Zhen; Liu, Hongjuan; Zhang, Jianan; Liu, Dehua",Elementary Mode Analysis For The Rational Design Of Efficient Succinate Conversion From Glycerol By Escherichia Coli,Journal Of Biomedicine And Biotechnology,2010,,"ExpDes, Pathway Analaysis",,Met Eng,,Escherichia coli,"Tsinghua University, Beijing, China",,Use EFMs as predictive tool for gene overexpression and environmental changes for succines production from glycerol,,1
"Vazquez, Alexei",Optimal Cytoplasmatic Density And Flux Balance Model Under Macromolecular Crowding Effects,Journal Of Theoretical Biology,2010,20171231,"Flux Phenotype, Other Phenotype",,Basic Science,Legacy data,Escherichia coli,"The Cancer Institute of New Jersey, New Brunswick, NJ",,Add molecular crowding constraint; show that fluxes differ at low/high nutrient uptakes; can predict high uptake optimal densitise,283170700001,1
