Authors,Title,Journal,Year,PMID/filename,UT,Great papers,Short Description,Flux Phenotype,Essentiality (Global),KO (Targeted),Other Phenotype,Thermodynamics,Objective Function,Systemscale Property,Metabolite Phenotype,TRN/PPI/ Genetic Int,Synthetic Biology,Biological Discovery,ExpDes,Pathway Analaysis,Data Input?,Type of Data?,Met Eng,Inf Dis,Env,Biomed,Basic Science,Exp Conf?,New Exp?,Organism,Last Author,Location,Total Citations,Citations in first 2 years,
"Heino, Jenni; Tunyan, Knarik; Calvetti, Daniela; Somersalo, Erkki",Bayesian flux balance analysis applied to a skeletal muscle metabolic model,JOURNAL OF THEORETICAL BIOLOGY,2007,17568615,2.49E+11,,Combine Bayesian and sampling for skeletal muscle metabolic model to predict flux phenotype,x,,,,,,,,,,,,,,,,,,,x,,,human (skeletal muscle),Somersalo,"Helsinki University of Technology, Helsinki, Finland",8,,
"Rokhlenko, Oleg; Shlomi, Tomer; Sharan, Roded; Ruppin, Eytan; Pinter, Ron Y.",Constraint-based functional similarity of metabolic genes: going beyond network topologyy,BIOINFORMATICS,2007,17586548,2.50E+11,x,"Use KOs and flux shifts across conditions to group gene functions and compare to GO; outpredicts network topology, expression data",x,x,,,,,x,,,,x,,,,,,,,,x,x,,Saccharomyces cerevisiae,Pinter,"Technion, Haifa, Israel",8,,
"Pizarro, Francisco; Varela, Cristian; Martabit, Cecilia; Bruno, Claudio; Prez-Correa, J. Ricardo; Agosin, Eduardo",Coupling kinetic expressions and metabolic networks for predicting wine Fermentations,BIOTECHNOLOGY AND BIOENGINEERING,2007,17497743,2.51E+11,,DFBA used on yeast for wine fermentation; matches flux phenotypes,x,,,,,,,,,,,,,,,x,,,,,x,x,Saccharomyces cerevisiae,Agosin,"Pontificia Universidad Catolica de Chile, Santiago, Chile",8,,
"Rokhlenko, Oleg; Shlomi, Tomer; Sharan, Roded; Ruppin, Eytan; Pinter, Ron Y.",Flux-based vs. topology-based similarity of metabolic genes,"ALGORITHMS IN BIOINFORMATICS, PROCEEDINGS",2006,,2.42E+11,,Metabolic gene co-activity (MGCA) determines correlation of genes based on reaction flux activity correlation; better corresponds to experimental gene correlation than KO in model; not necessarily correlated to GO annotations,x,x,,,,,x,,,,,,,,,,,,,x,x,,Saccharomyces cerevisiae,Pinter,"Technion, Haifa, Israel",8,,
"Cakir, T; Arga, KY; Altintas, MM; Ulgen, KO",Flux analysis of recombinant Saccharomyces cerevisiae YPB-G utilizing starch for optimal ethanol production,PROCESS BIOCHEMISTRY,2004,,2.24E+11,,"Determine flux rates for optimal ethanol production in yeast, predict flux nodes to modify to increase yields",x,,,,,,,,,,,x,,,,x,,,,,x,x,Saccharomyces cerevisiae,Ulgen,"Bogazici University, Bebek-Istanbul, Turkey",8,,
"Calik, P; Akbay, A",Mass flux balance-based model and metabolic flux analysis for collagen synthesis in the fibrogenesis process of human liver,MEDICAL HYPOTHESES,2000,11021318,88734200002,,Determined flux distributions  of fibrotic and healthy liver cells determined by max collagen and palmitate synthesis respectively; potential bottlenecks for production identified,x,,,,,,,,,,,,,,,,,,x,,,,human (liver),Akbay,"Ankara University, Ankara, Turkey",8,,
"Rolfsson, Ottar; Palsson, Bernhard O.; Thiele, Ines",The human metabolic reconstruction Recon 1 directs hypotheses of novel human metabolic functions,BMC SYSTEMS BIOLOGY,2011,21962087,,,Determine block reactions in Recon1 showing where holes in knowledge of metabolism are; use gap fililng to identify potential reactions; few examples updated by literature,,,,,,,,,,,x,,,,,,,,x,,x,,human,Thiele,"University of Iceland, Reykjavik, Iceland",7,,
"Liao, Yu-Chieh; Huang, Tzu-Wen; Chen, Feng-Chi; Charusanti, Pep; Hong, Jay S. J.; Chang, Hwan-You; Tsai, Shih-Feng; Palsson, Bernhard O.; Hsiung, Chao A.","An Experimentally Validated Genome-Scale Metabolic Reconstruction of Klebsiella pneumoniae MGH 78578, iYL1228",JOURNAL OF BACTERIOLOGY,2011,21296962,,,Built recon and determine growth on a variety of medias,x,,,,,,,,,,,,,,,x,x,,,,x,x,Klebsiella pneumoniae,Hsiung,"National Health Research Institutes, Zhunan, Taiwan",7,,
"Milne, Caroline B.; Eddy, James A.; Raju, Ravali; Ardekani, Soroush; Kim, Pan-Jun; Senger, Ryan S.; Jin, Yong-Su; Blaschek, Hans P.; Price, Nathan D.",Metabolic network reconstruction and genome-scale model of butanol-producing strain Clostridium beijerinckii NCIMB 8052,BMC SYSTEMS BIOLOGY,2011,21846360,2.95E+11,,Built recon; generated uptake data and fit model but did not have proper growth rate; targeted KO had strong effect on potential butanol productino,x,,x,,,,,,,,,,,x,Uptakes,x,,,,,x,x,Clostridium beijerinckii NCIMB 8052,Price,"University of Illinois at Urbana-Champaign, Urbana, Illinois",7,,
"Yang, Hong; Roth, Charles M.; Ierapetritou, Marianthi G.",Analysis of Amino Acid Supplementation Effects on Hepatocyte Cultures Using Flux Balance Analysis,OMICS-A JOURNAL OF INTEGRATIVE BIOLOGY,2011,21410329,2.93E+11,,"Using uptakes, calculate FVA in hepatocytes cultured in optimal media",x,,,,,,,,,,,,,x,Uptakes,,,,x,x,,,human (Liver),Ierapetritou,"Rutgers University, Piscataway, New Jerysey",7,,
"Yizhak, Keren; Tuller, Tamir; Papp, Balazs; Ruppin, Eytan",Metabolic modeling of endosymbiont genome reduction on a temporal scale,MOLECULAR SYSTEMS BIOLOGY,2011,21451589,2.89E+11,x,Use KO in model to evolve Ecoli into another organism; see the order of lost genes is somewhat correlated with how they were thought to be lost making metabolic considerations important for genomic changes,,x,,,,,x,,,,,,,,,,,,,x,x,,Escherichia coli,Ruppin,"Tel Aviv University, Tel Aviv, Israel",7,,
"Barton, Michael D.; Delneri, Daniela; Oliver, Stephen G.; Rattray, Magnus; Bergman, Casey M.",Evolutionary Systems Biology of Amino Acid Biosynthetic Cost in Yeast,PLOS ONE,2010,,2.81E+11,,"Study biosynthetic cost of AA on gene expression and protein evolution; low correlation, thus limited role",,,,x,,,x,,,,,,,,,,,,,x,,,Saccharomyces cerevisiae,Bergman,"University of Manchester, Manchester, UK",7,,
"Islam, M. Ahsanul; Edwards, Elizabeth A.; Mahadevan, Radhakrishnan",Characterizing the Metabolism of Dehalococcoides with a Constraint-Based Model,PLOS COMPUTATIONAL BIOLOGY,2010,,2.81E+11,,Built recon; determine metabolic capabilties; minimal media,x,,,,,,,,,,,x,,,,,,x,,,,,Dehalococcoides,Mahadevan,"University of Toronto, Toronto, Ontario, Canada",7,,
"Yang, Hong; Roth, Charles M.; Ierapetritou, Marianthi G.",A Rational Design Approach for Amino Acid Supplementation in Hepatocyte Culture,BIOTECHNOLOGY AND BIOENGINEERING,2009,19422042,2.68E+11,,Design optimal amino acid media composition; experimentally verified,x,,,,,,,,,,,x,,,,,,,,x,x,x,human (cultured hepatocytes),Ierapetritou,"Rutgers University, Piscataway, New Jerysey",7,,
"Dikicioglu, Duygu; Pir, Pinar; Onsan, Z. Ilsen; Ulgen, Kutlu O.; Kirdar, Betul; Oliver, Stephen G.",Integration of metabolic modeling and phenotypic data in evaluation and improvement of ethanol production using respiration-deficient mutants of Saccharomyces cerevisiae,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,2008,18586960,2.59E+11,,Checked fluxes on mutants in yeast produciton strains; determined certain KOs  that were redundant,x,x,,,,,,,,,,x,,,,,,,,x,x,x,Saccharomyces cerevisiae,Oliver,"Bogazici University, Bebek-Istanbul, Turkey",7,,
"Tsantili, Ivi C.; Karim, M. Nazmul; Klapa, Maria I.",Quantifying the metabolic capabilities of engineered Zymomonas mobilis using linear programming analysis,MICROBIAL CELL FACTORIES,2007,17349037,2.45E+11,,Built Z mobilis recon; determined metabolic capabilities; some KOs,x,,x,,,,,,,,,,,,,x,,,,,,,Zymomonas mobilis,Klapa,"Foundation for Research and Technology-Hellas, Patras, Greece",7,,
"Sariyar, Berna; Perk, Sinem; Akman, Ugur; Hortacsu, Amable",Monte Carlo sampling and principal component analysis of flux distributions yield topological and modular information on metabolic networks,JOURNAL OF THEORETICAL BIOLOGY,2006,16860341,2.41E+11,,Monte Carlo sampling of Ecoli under different conditions; use PCA to differentiate conditions and find dependencies/modularity in network,x,,,,,,x,,,,,,,,,,,,,x,,,Escherichia coli,Hortacsu,"Bogazici University, Bebek-Istanbul, Turkey",7,,
"See, SM; Dean, JP; Dervakos, G",On the topological features of optimal metabolic pathway regimes,APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY,1996,8933718,A1996VT40100006,,Determine yields of amino acids on 4 carbon sources; yield decreases linearly with growth rate if biomass composition is constant; glucose and glycerol most efficient inputs,x,,,,,,,,,,,,,,,x,,,,,,,Escherichia coli,Dervakos,"University of Manchester Institute of Science and Technology, Manchester, UK",7,,
"Schuetz, Robert; Zamboni, Nicola; Zampieri, Mattia; Heinemann, Matthias; Sauer, Uwe",Multidimensional Optimality of Microbial Metabolism,SCIENCE,2012,22556256,3.03E+11,x,"Pareto optimal surface identified, confirmed with C13 flux data",x,,,,,x,x,,,,,,,,,,,,,x,x,x,Escherichia coli,Sauer,"ETH Zurich, Switzerland",6,,
"Yang, Laurence; Cluett, William R.; Mahadevan, Radhakrishnan",EMILiO: A fast algorithm for genome-scale strain design,METABOLIC ENGINEERING,2011,21414417,2.90E+11,,"New, faster algorithm for generating KO targets for growth coupling; tested for succinate, fluxes considered in paper",x,,x,,,,,,,,,x,,,,x,,,,,x,,Escherichia coli,Mahadevan ,"University of Toronto, Toronto, Ontario, Canada",6,,
"Hay, Jordan; Schwender, Joerg",Metabolic network reconstruction and flux variability analysis of storage synthesis in developing oilseed rape (Brassica napus L.) embryos,PLANT JOURNAL,2011,21501263,2.93E+11,,Built recon; determined metabolic capabilities looking at how variable reactions are in different conditions; essential reactions identified,x,x,,,,,,,,,,,,,,x,,,,,,,Brassica napus,Schwender,"Brookhaven National Laboratory, Upton, New York",6,,
"Montagud, Arnau; Zelezniak, Aleksej; Navarro, Emilio; Fernandez de Cordoba, Pedro; Urchueguia, Javier F.; Patil, Kiran Raosaheb",Flux coupling and transcriptional regulation within the metabolic network of the photosynthetic bacterium Synechocystis sp PCC6803,BIOTECHNOLOGY JOURNAL,2011,21226012,2.88E+11,,Update recon; calculate flux coupled reactions; identified bottlenecks for H2 and ethanol production; integrate expression data to determine enriched coupling pairs,x,,,x,,,,,,,,,,x,Transcriptomics,x,,,,,,,Synechocystis sp. PCC6803,Patil,"European Molecular Biology Laboratory, Heidelberg, Germany",6,,
"Widiastuti, Hanifah; Kim, Jae Young; Selvarasu, Suresh; Karimi, Iftekhar A.; Kim, Hyungtae; Seo, Jeong-Sun; Lee, Dong-Yup",Genome-Scale Modeling and In Silico Analysis of Ethanologenic Bacteria Zymomonas mobilis,BIOTECHNOLOGY AND BIOENGINEERING,2011,20967753,2.86E+11,,"Built recon; determine metabolic capabilities, gene essentiality",x,x,,,,,,,,,,,,,,x,,,,,x,x,Zymomonas mobilis,Lee,"National University of Singapore, Singapore",6,,
"Lee, Kyung Yun; Park, Jong Myoung; Kim, Tae Yong; Yun, Hongseok; Lee, Sang Yup",The genome-scale metabolic network analysis of Zymomonas mobilis ZM4 explains physiological features and suggests ethanol and succinic acid production strategies,MICROBIAL CELL FACTORIES,2010,21092328,2.85E+11,,Built recon; determine metabolic capabiltiies including anerobic/aerobic shift; double gene essentiality for design strategy to succinate,x,,x,,,,,,,,,,,,,x,,,,,,,Zymomonas mobilis ,Lee,"KAIST, Daejeon, Korea",6,,
"Resendis-Antonio, Osbaldo; Checa, Alberto; Encarnacion, Sergio",Modeling Core Metabolism in Cancer Cells: Surveying the Topology Underlying the Warburg Effect,PLOS ONE,2010,,2.81E+11,,dFBA of cancers cells; flux phenotypes; FBA; enzyme essentiality; set of enzymes identified that are pivotal,x,x,,,,,,,,,,,,,,,,,x,,x,,human,Encarnaci„n,"Universidad Nacional Aut„noma de Mexico, Cuernavaca, Mexico",6,,
"Gowen, Christopher M.; Fong, Stephen S.",Genome-scale metabolic model integrated with RNAseq data to identify metabolic states of Clostridium thermocellum,BIOTECHNOLOGY JOURNAL,2010,20665646,2.81E+11,,"Integrate RNA-seq as constraints into FBA, better represent flux distribution with experimental data",x,,,,,,,,,,,,,x,Transcriptomics,x,,,,,x,,Clostridium thermocellum,Fong,"Virginia Commonwealth University, Richmond, Virginia",6,,
"Kim, Tae Yong; Kim, Hyun Uk; Song, Hyohak; Lee, Sang Yup",In silico analysis of the effects of H-2 and CO2 on the metabolism of a capnophilic bacterium Mannheimia succiniciproducens,JOURNAL OF BIOTECHNOLOGY,2009,19539674,2.73E+11,,"Robustness analysis of hydrogen, CO2, and glucose for growth and succinic acid production; H2 and Co2 uptake are directly related",x,,,,,,,,,,,,,,,x,,,,,,,Mannheimia succiniciproducens,Lee,"KAIST, Daejeon, Korea",6,,
"Veeramani, Balaji; Bader, Joel S.","Metabolic Flux Correlations, Genetic Interactions, and Disease",JOURNAL OF COMPUTATIONAL BIOLOGY,2009,19193147,2.63E+11,,Flux correlations are good predictor of pairwise mutations that lead to cell death in yeast and Mendelian phenotypes,x,x,,,,,,,,,,,,,,,,,x,,x,,Saccharomyces cerevisiae,Bader,"Johns Hopkins University, Baltimore, Maryland",6,,
"Melkus, G; Rolletschek, H; Fuchs, J; Radchuk, V; Grafahrend-Belau, E; Sreenivasulu, N; Rutten, T; Weier, D; Heinzel, N; Schreiber, F; Altmann, T; Jakob, PM; Borisjuk, L",Dynamic C-13/H-1 NMR imaging uncovers sugar allocation in the living seed,PLANT BIOTECHNOLOGY JOURNAL,2011,21535356,,,Integrate C13 NMR measurements with FBA to determine fluxes; quantiatively does not match data but follows the correct pathway utilization,x,,,,,,,,,,,,,x,Exometabolomics,,,,,x,x,x,Hordeum vulgare,Borisjuk,"Leibniz Institute of Plant Genetics and Crop Plant Research, Gatersleben, Germany",5,,
"Bordbar, Aarash; Feist, Adam M.; Usaite-Black, Renata; Woodcock, Joseph; Palsson, Bernhard O.; Famili, Iman",A multi-tissue type genome-scale metabolic network for analysis of whole-body systems physiology,BMC SYSTEMS BIOLOGY,2011,22041191,,,Multi-tissue model; calculate fluxes for multiple cycles; integrate expression data to look at different metabolism in T2D,x,,,,,,,,,,,,,x,Transcriptomics,,,,x,,x,,human (multiple tissues),Famili,"GT Life Sciences, San Diego, California",5,,
"Ates, Ozlem; Oner, Ebru Toksoy; Arga, Kazim Y.","Genome-scale reconstruction of metabolic network for a halophilic extremophile, Chromohalobacter salexigens DSM 3043",BMC SYSTEMS BIOLOGY,2011,21251315,2.87E+11,,Built recon; determined metabolic capabilities,x,,,,,,,,,,,,,,,x,,,,,x,,Chromohalobacter salexigens,Arga,"Marmara University, Istanbul, Turkey",5,,
"Fang, Kechi; Zhao, Hansheng; Sun, Changyue; Lam, Carolyn M. C.; Chang, Suhua; Zhang, Kunlin; Panda, Gurudutta; Godinho, Miguel; dos Santos, Vitor A. P. Martins; Wang, Jing",Exploring the metabolic network of the epidemic pathogen Burkholderia cenocepacia J2315 via genome-scale reconstruction,BMC SYSTEMS BIOLOGY,2011,21609491,2.92E+11,,Built recon; used gene essentiality and BIOLOG data t reannotate 24 genes; identify 45 potential therapeutic targets,,x,,,,,,,,,x,,,,,,x,,,,x,x,Burkholderia cenocepacia,Wang,"Chinese Academy of Sciences, Beijing, China",5,,
"Kim, Joonhoon; Reed, Jennifer L.; Maravelias, Christos T.",Large-Scale Bi-Level Strain Design Approaches and Mixed-Integer Programming Solution Techniques,PLOS ONE,2011,,2.95E+11,,New metabolic engineering methods for higher prediction of production levels,x,,x,,,,,,,,,,,,,x,,,,,,,Escherichia coli,Maravelias,"University of Wisconsin, Madison, Wisconsin",5,,
"Matsuda, Fumio; Furusawa, Chikara; Kondo, Takashi; Ishii, Jun; Shimizu, Hiroshi; Kondo, Akihiko",Engineering strategy of yeast metabolism for higher alcohol production,MICROBIAL CELL FACTORIES,2011,21902829,2.96E+11,,Computationally compare E coli and yeast as production hosts; see Ecoli is better due to metabolic flexibility; computationally add Ecoli genes into yeast for better performance,x,x,,,,,,,,x,,,,,,x,,,,,,,"Escherichia coli, Saccharomyces cerevisiae",Kondo,"Kobe University, Hyogo, Japan",5,,
"Peyraud, Remi; Schneider, Kathrin; Kiefer, Patrick; Massou, Stephane; Vorholt, Julia A.; Portais, Jean-Charles",Genome-scale reconstruction and system level investigation of the metabolic network of Methylobacterium extorquens AM1,BMC SYSTEMS BIOLOGY,2011,22074569,2.98E+11,,Built recon; chose smaller core metabolism and determined yields (EFMs) and reaction deletions (MCSs),x,x,,,,,,,,,,,x,,,,,x,,,,,Methylobacterium extorquens AM1,Portais,"Universit_ de Toulouse, Toulouse, France",5,,
"Unrean, Pornkamol; Srienc, Friedrich",Metabolic networks evolve towards states of maximum entropy production,METABOLIC ENGINEERING,2011,21903175,2.97E+11,x,Evolved strains usage of elementary modes approaches a Boltzmann entropy distribution,,,,,x,,x,,,,,,x,,,,,,,x,x,x,Thermoanaerobacteriumsaccharolyticum,Srienc,"University of Minnesota, St Paul, Minnesota",5,,
"Hanly, Timothy J.; Henson, Michael A.",Dynamic Flux Balance Modeling of Microbial Co-Cultures for Efficient Batch Fermentation of Glucose and Xylose Mixtures,BIOTECHNOLOGY AND BIOENGINEERING,2011,20882517,2.85E+11,,dFBA of co-culture phenotypes matches experimental derived data; used for ethanol production; ,x,,,,,,,,,,,,,,,x,,,,,x,,Escherichia coli,Henson,"University of Massachusetts, Amherst, Massachusetts",5,,
"Pilalis, Eleftherios; Chatziioannou, Aristotelis; Thomasset, Brigitte; Kolisis, Fragiskos",An In Silico Compartmentalized Metabolic Model of Brassica Napus Enables the Systemic Study of Regulatory Aspects of Plant Central Metabolism,BIOTECHNOLOGY AND BIOENGINEERING,2011,21337341,2.91E+11,,"Built recon; determine metabolic capabilities, gene essentiality",x,x,,,,,,,,,,,,,,x,,,,,,,Brassica Napus,Kolisis,"National Hellenic Research Foundation, Athens, Greece",5,,
"Goffin, Philippe; van de Bunt, Bert; Giovane, Marco; Leveau, Johan H. J.; Hoppener-Ogawa, Sachie; Teusink, Bas; Hugenholtz, Jeroen",Understanding the physiology of Lactobacillus plantarum at zero growth,MOLECULAR SYSTEMS BIOLOGY,2010,20865006,2.83E+11,,Used measured fluxes on model to calculate intracellular fluxes at extremely low growth rates,x,,,,,,,,,,,,,x,Uptakes,,,,,x,x,x,Lactobacillus plantarum ,Hugenholtz,"Kluyver Centre for Genomics of Industrial Fermentations, Delft, The Netherlands",5,,
"Vanee, Niti; Roberts, Seth B.; Fong, Stephen S.; Manque, Patricio; Buck, Gregory A.",A Genome-Scale Metabolic Model of Cryptosporidium hominis,CHEMISTRY & BIODIVERSITY,2010,20491062,,,Built recon; gene essentiality analysis; integrate proteomics across different stages of growth for different flux distributions; annotate new genes during reconstruction process,x,x,,,,,,,,,x,,,x,Proteomics,,x,,,,,,Cryptosporidium,Buck,"Virginia Commonwealth University, Richmond, Virginia",5,,
